,ss_id,init_time,step,generation,pv_datetime,pv_hour,hour,lat,long,tilt,orientation,dlwrf,dswrf,duvrs,hcc,lcc,mcc,sde,sr,t2m,tcc,u10,u100,v10,v100
18,8558,2019-01-04 12:00:00,0 days 06:00:00,0.0,2019-01-04 06:00:00,6,19,56.0,-2.52,45.0,165.0,5673827.0,1152884.0,118075.45,0.0,0.1454773,0.0,0.0,4284672.0,277.68213,0.1454773,5.830538,9.578855,1.2119226,1.2416906
19,8558,2019-01-04 12:00:00,0 days 07:00:00,0.0,2019-01-04 07:00:00,7,20,56.0,-2.52,45.0,165.0,6599000.0,1152884.0,118075.45,0.0,0.23242188,0.0,0.0,4284672.0,277.5752,0.23242188,6.2738447,10.114158,0.99834347,0.96775913
20,8558,2019-01-04 12:00:00,0 days 08:00:00,0.0,2019-01-04 08:00:00,8,21,56.0,-2.52,45.0,165.0,7544701.0,1152884.0,118075.45,0.0,0.21432495,0.0,0.0,4284672.0,277.57788,0.21432495,6.495966,10.341354,0.90353966,0.87840843
21,8558,2019-01-04 12:00:00,0 days 09:00:00,1.8124079704284668,2019-01-04 09:00:00,9,22,56.0,-2.52,45.0,165.0,8488427.0,1152884.0,118075.45,0.0,0.152771,0.0,0.0,4284928.0,277.41553,0.152771,6.287238,10.000127,0.8700876,0.8280926
22,8558,2019-01-04 12:00:00,0 days 10:00:00,51.11124038696289,2019-01-04 10:00:00,10,23,56.0,-2.52,45.0,165.0,9411468.0,1152852.2,118075.06,0.0,0.1232605,0.0,0.0,4284928.0,277.04468,0.1232605,6.3382416,10.0678835,0.9582567,0.92899895
23,8558,2019-01-04 12:00:00,0 days 11:00:00,71.81939697265625,2019-01-04 11:00:00,11,24,56.0,-2.52,45.0,165.0,10326867.0,1152852.2,118075.06,0.0,0.119781494,0.0,0.0,4284928.0,276.68823,0.11978138,6.4122906,10.123115,1.0686045,1.0847902
24,8558,2019-01-04 12:00:00,0 days 12:00:00,114.3832778930664,2019-01-04 12:00:00,12,25,56.0,-2.52,45.0,165.0,11238279.0,1152852.2,118075.06,0.0,0.13952637,0.0,0.0,4284928.0,276.38745,0.13952434,6.33609,10.00471,1.2187519,1.294672
25,8558,2019-01-05 00:00:00,0 days 13:00:00,72.21119689941406,2019-01-04 13:00:00,13,26,56.0,-2.52,45.0,165.0,12087845.0,1325536.8,138661.42,0.9606018,0.14141214,0.45532227,0.0,3714048.0,278.08594,0.96972024,5.0144587,7.4837284,0.53948784,0.946517
26,8558,2019-01-05 00:00:00,0 days 14:00:00,47.07732009887695,2019-01-04 14:00:00,14,27,56.0,-2.52,45.0,165.0,13092401.0,1645650.1,174822.78,0.9550476,0.16796924,0.3322754,0.0,4011264.0,278.30322,0.9648965,5.6087065,8.10178,0.74421215,1.1492643
27,8558,2019-01-05 00:00:00,0 days 15:00:00,2.4572761058807373,2019-01-04 15:00:00,15,28,56.0,-2.52,45.0,165.0,14110658.0,1814834.8,193529.38,0.9801941,0.22439931,0.37994385,0.0,4130048.0,278.188,0.98481745,5.881197,8.755414,0.9027662,1.2961941
28,8558,2019-01-05 00:00:00,0 days 16:00:00,0.0,2019-01-04 16:00:00,16,29,56.0,-2.52,45.0,165.0,15117917.0,1847627.5,197796.69,0.954834,0.12241561,0.56588745,0.0,4160256.0,277.82178,0.96547896,5.6320667,8.664182,0.7934418,1.0682945
29,8558,2019-01-05 00:00:00,0 days 17:00:00,0.0,2019-01-04 17:00:00,17,30,56.0,-2.52,45.0,165.0,16102535.0,1847627.5,197796.69,0.95388794,0.07669083,0.45285034,0.0,4160256.0,277.50928,0.95993376,5.0489407,8.003022,0.9880419,1.2762136
30,8558,2019-01-05 00:00:00,0 days 18:00:00,0.0,2019-01-04 18:00:00,18,31,56.0,-2.52,45.0,165.0,17101592.0,1847627.5,197796.69,0.809021,0.13156737,0.8340454,0.0,4160256.0,277.35815,0.92288816,4.7540665,7.6471148,1.3799019,1.8120613
31,8558,2019-01-05 00:00:00,0 days 19:00:00,0.0,2019-01-04 19:00:00,19,32,56.0,-2.52,45.0,165.0,18092106.0,1847627.5,197796.69,0.12545776,0.23782256,0.5218506,0.0,4160256.0,277.30884,0.6464882,5.3445606,8.437756,1.3207207,1.6711388
32,8558,2019-01-05 00:00:00,0 days 20:00:00,0.0,2019-01-04 20:00:00,20,33,56.0,-2.52,45.0,165.0,19035072.0,1847627.5,197796.69,0.13632202,0.6418148,0.07803345,0.0,4160256.0,277.04492,0.69946957,5.747878,9.225944,1.405057,1.5591669
33,8558,2019-01-05 00:00:00,0 days 21:00:00,0.0,2019-01-04 21:00:00,21,34,56.0,-2.52,45.0,165.0,20061872.0,1847627.5,197796.69,0.56411743,0.68670005,0.17901611,0.0,4160256.0,277.42065,0.8207578,5.885891,9.355441,1.5109787,1.7471247
34,8558,2019-01-05 00:00:00,0 days 22:00:00,0.0,2019-01-04 22:00:00,22,35,56.0,-2.52,45.0,165.0,21142112.0,1847627.5,197796.69,0.8560791,0.45887512,0.4371338,0.0,4160256.0,277.97803,0.9237369,6.0110445,9.515441,1.3108644,1.7041903
35,8558,2019-01-05 00:00:00,0 days 23:00:00,0.0,2019-01-04 23:00:00,23,36,56.0,-2.52,45.0,165.0,22241936.0,1847627.5,197796.69,0.82496643,0.008641722,0.96377563,0.0,4160256.0,278.4314,0.9880723,5.5633726,9.0242195,1.2332745,1.7530346
